"Number","Entity","Transaction Date","Employee","Account Name","Is Deposited","Bank Account","Reconciliation Date","Amount","AR Amount (CAD)","Exported","Memo","Amount (CAD)","Tax Amount (CAD)","Tax Amount","Withholding Tax Amount (CAD)","Withholding Tax Amount","Division","Currency","Exchange Rate","Reverse Exchange Rate","Is Printed","Online Payment","Credit (CAD)","Template Name","Realized Amount (CAD)","Gain/Loss (CAD)","Attachments","Settled Date","Confirmation Number","Status"
"00033509592024","Costco Varennes","08/30/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,514.29","No",,"32,586.02","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,586.02","928.27","No",,,
"00033509592024","Costco Vaughan Wet","08/30/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 96,444.00","133,960.72","No",,"130,344.07","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"130,344.07","3,616.65","No",,,
"00033443412024","Costco Vaughan Wet","08/29/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,466.07","No",,"32,549.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,549.85","916.22","No",,,
"00033370472024","Costco Varennes","08/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,441.94","No",,"32,549.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,549.85","892.09","No",,,
"00033370472024","Costco Vaughan Wet","08/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,441.94","No",,"32,549.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,549.85","892.09","No",,,
"566687","Courchesne Larose","08/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 41,290.05","56,943.97","No",,"55,741.57","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"55,741.57","1,202.40","No",,,
"21281","Chiovitti Banana Co., Ltd","08/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 112,943.58","156,218.89","No",,"152,473.83","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"152,473.83","3,745.06","No",,,
"2000163963","Sobeys BCH","08/26/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 48,068.16","66,133.89","No",,"65,084.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"65,084.29","1,049.60","No",,,
"2000163963","Sobeys Quebec City","08/26/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 20,600.64","28,343.10","No",,"27,893.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"27,893.27","449.83","No",,,
"00033234962024","Costco Varennes","08/26/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,466.07","No",,"32,646.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,646.29","819.78","No",,,
"00033234962024","Costco Vaughan Wet","08/26/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 72,333.00","100,337.93","No",,"97,938.88","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"97,938.88","2,399.05","No",,,
"29210","Top Banana","08/26/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,851.00","31,511.53","No",,"30,940.25","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"30,940.25","571.28","No",,,
"29196","Top Banana","08/23/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,851.00","31,762.89","No",,"31,111.64","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"31,111.64","651.25","No",,,
"00033138752024","Costco Vaughan Wet","08/23/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,273.18","No",,"32,827.13","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,827.13","446.05","No",,,
"00033138752024","Costco Varennes","08/23/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,273.18","No",,"32,827.13","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,827.13","446.05","No",,,
"00033077682024","Costco Vaughan Wet","08/22/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,273.18","No",,"32,839.18","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,839.18","434.00","No",,,
"KPI01437","Krown Produce  Fresh At Its Best™","08/22/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 149,363.50","206,674.96","No",,"203,433.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"203,433.09","3,241.87","No",,,
"00033015462024","Costco Varennes","08/21/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,237.01","No",,"32,863.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,863.29","373.72","No",,,
"00033015462024","Costco Vaughan Wet","08/21/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,237.01","No",,"32,863.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,863.29","373.72","No",,,
"21217","Chiovitti Banana Co., Ltd","08/21/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 112,142.40","155,601.78","No",,"152,850.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"152,850.09","2,751.69","No",,,
"2000156367","Sobeys BCH","08/20/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 16,013.76","21,936.66","No",,"21,890.81","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"21,890.81","45.85","No",,,
"2000156367","Sobeys Quebec City","08/20/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 6,863.04","9,401.42","No",,"9,381.78","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,381.78","19.64","No",,,
"29131","Top Banana","08/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,851.00","31,717.19","No",,"31,442.98","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"31,442.98","274.21","No",,,
"2000154230","Sobeys Quebec City","08/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 6,863.04","9,361.19","No",,"9,419.52","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,419.52","-58.33","No",,,
"2000154230","Sobeys BCH","08/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 16,013.76","21,842.77","No",,"21,978.89","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"21,978.89","-136.12","No",,,
"0003287866202","Costco Varennes","08/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,200.85","No",,"33,092.35","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"33,092.35","108.50","No",,,
"00032878662024","Costco Vaughan Wet","08/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 72,333.00","99,445.83","No",,"99,277.04","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"99,277.04","168.79","No",,,
"00032787672024","Costco Varennes","08/16/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,044.13","No",,"33,176.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,176.74","-132.61","No",,,
"00032787672024","Costco Vaughan Wet","08/16/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,044.13","No",,"33,176.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,176.74","-132.61","No",,,
"2000147442","Sobeys BCH","08/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 16,013.76","21,890.81","No",,"22,002.91","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"22,002.91","-112.10","No",,,
"2000147442","Sobeys Quebec City","08/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 6,863.04","9,381.78","No",,"9,429.82","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,429.82","-48.04","No",,,
"21171","Chiovitti Banana Co., Ltd","08/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 89,524.80","123,843.00","No",,"123,007.08","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"123,007.08","835.92","No",,,
"00032727672024","Costco Vaughan Wet","08/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,028.77","No",,"33,128.51","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"33,128.51","-99.74","No",,,
"08/15/2024","Maersk","08/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 1,337.31","1,852.84","No",,"1,837.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"1,837.46","15.38","No",,,
"566507","Courchesne Larose","08/14/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 49,324.80","67,648.96","No",,"67,821.60","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"67,821.60","-172.64","No",,,
"00032663982024","Costco Vaughan Wet","08/14/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,029.66","No",,"33,152.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"33,152.62","-122.96","No",,,
"00032663982024","Costco Varennes","08/14/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 25,316.55","34,681.14","No",,"34,810.26","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,810.26","-129.12","No",,,
" 00032535252024","Costco Varennes","08/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","32,935.63","No",,"33,152.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"33,152.62","-216.99","No",,,
"00032535252024","Costco Vaughan Wet","08/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 72,333.00","98,758.66","No",,"99,457.87","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"99,457.87","-699.21","No",,,
"2000142373","Sobeys BCH","08/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 16,013.76","21,890.81","No",,"22,018.92","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"22,018.92","-128.11","No",,,
"2000142373","Sobeys Quebec City","08/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 6,863.04","9,381.78","No",,"9,436.68","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,436.68","-54.90","No",,,
"29035","Top Banana","08/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,851.00","31,717.19","No",,"31,420.12","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"31,420.12","297.07","No",,,
"29016","Top Banana","08/09/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,851.00","31,500.10","No",,"31,488.68","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"31,488.68","11.42","No",,,
"00032440522024","Costco Varennes","08/09/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,905.45","31,311.75","No",,"31,563.71","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"31,563.71","-251.96","No",,,
"00032440522024","Costco Vaughan Wet","08/09/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","32,959.74","No",,"33,224.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,224.96","-265.22","No",,,
"2000137753","Sobeys BCH","08/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 16,013.76","21,954.86","No",,"22,082.98","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"22,082.98","-128.12","No",,,
"2000137753","Sobeys Quebec City","08/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 6,863.04","9,409.23","No",,"9,464.13","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"9,464.13","-54.90","No",,,
"00032376702024","Costco Vaughan Wet","08/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","32,959.74","No",,"33,249.07","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,249.07","-289.33","No",,,
"21124","Chiovitti Banana Co., Ltd","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 90,609.60","124,315.89","No",,"124,950.64","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"124,950.64","-634.75","No",,,
"2000132914","Sobeys BCH","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 32,027.52","43,949.77","No",,"44,165.95","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"44,165.95","-216.18","No",,,
"2000132914","Sobeys Quebec City","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 13,726.08","18,835.61","No",,"18,928.26","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"18,928.26","-92.65","No",,,
"KPI01420","Krown Produce  Fresh At Its Best™","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 95,499.00","131,242.48","No",,"131,693.12","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"131,693.12","-450.64","No",,,
"00032315072024","Costco Varennes","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","32,983.85","No",,"33,249.07","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,249.07","-265.22","No",,,
"00032315072024","Costco Vaughan Wet","08/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","32,983.85","No",,"33,249.07","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"33,249.07","-265.22","No",,,
"0008006078905","Agence du revenu du Canada","08/07/2024","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD RBC","08/31/2024","CAD 4,328.47","4,328.47","No",,"4,328.47","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"28937","Top Banana","08/05/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 22,806.00","31,255.62","No",,"31,700.34","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"31,700.34","-444.72","No",,,
"00032203512024","Costco Vaughan Wet","08/05/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 96,444.00","131,911.29","No",,"134,057.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"134,057.16","-2,145.87","No",,,
"00032203512024","Costco Varennes","08/05/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 48,222.00","65,943.59","No",,"67,028.58","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"67,028.58","-1,084.99","No",,,
"00032114542024","Costco Vaughan Wet","08/02/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,056.18","No",,"33,514.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,514.29","-458.11","No",,,
"00032050192024","Costco Vaughan Wet","08/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,152.63","No",,"33,405.79","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,405.79","-253.16","No",,,
"00032050192024","Costco Varennes","08/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 24,111.00","33,152.63","No",,"33,405.79","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,405.79","-253.16","No",,,
"08/1/2024","Revenu Québec","08/01/2024","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD RBC","08/31/2024","CAD 5,765.04","5,765.04","No",,"5,765.04","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"08/01/2024","Costco Varennes","08/01/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2024","USD 0.00","0.00","No",,"0.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"0.00","0.00","No",,,
"566301","Courchesne Larose","07/31/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","07/31/2024","USD 24,662.40","33,738.16","No",,"34,231.41","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"34,231.41","-493.25","No",,,
"21037","Chiovitti Banana Co., Ltd","07/31/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","07/31/2024","USD 134,116.80","183,284.67","No",,"186,154.12","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"186,154.12","-2,869.45","Yes",,,
