Type,Number,Applied to,Date,Employee,Account Name,Debit (CAD),Credit (CAD),Balance (CAD),Memo,Reconciliation Date,Debit,Credit,Balance,Cleared,Clearing,Currency,Internal Type,Amount (CAD),Amount
Invoice,3752,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Ventes,,"8,395.08","8,395.08",,,USD 0.00,"USD 6,552.00","USD 6,552.00",No,No,United States Dollar,Invoice,"8,395.08","USD 6,552.00"
Invoice,3752,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Inventaire des fruits,,"6,402.86","-6,402.86",,,CAD 0.00,"CAD 6,402.86","CAD -6,402.86",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"6,402.86","CAD 6,402.86"
Invoice,3752,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Coût du fruit,"6,402.86",,"-6,402.86",,,"CAD 6,402.86",CAD 0.00,"CAD -6,402.86",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"6,402.86","CAD 6,402.86"
Invoice,3752,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Inventaire des fruits,,"4,156.55","-4,156.55",,,CAD 0.00,"CAD 4,156.55","CAD -4,156.55",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"4,156.55","CAD 4,156.55"
Invoice,3752,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Coût du fruit,"4,156.55",,"-4,156.55",,,"CAD 4,156.55",CAD 0.00,"CAD -4,156.55",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"4,156.55","CAD 4,156.55"
Invoice,3753,GO FRESH,12/29/2021,Amandine Hance,Comptes clients USD,"7,226.53",,"7,226.53",,,"USD 5,640.00",USD 0.00,"USD 5,640.00",No,No,United States Dollar,Invoice,"7,226.53","USD 5,640.00"
Invoice,3753,GO FRESH,12/29/2021,Amandine Hance,Ventes,,"7,226.53","7,226.53",,,USD 0.00,"USD 5,640.00","USD 5,640.00",No,No,United States Dollar,Invoice,"7,226.53","USD 5,640.00"
Invoice,3753,GO FRESH,12/29/2021,Amandine Hance,Inventaire des fruits,,"4,001.78","-4,001.78",,,CAD 0.00,"CAD 4,001.78","CAD -4,001.78",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"4,001.78","CAD 4,001.78"
Invoice,3753,GO FRESH,12/29/2021,Amandine Hance,Coût du fruit,"4,001.78",,"-4,001.78",,,"CAD 4,001.78",CAD 0.00,"CAD -4,001.78",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"4,001.78","CAD 4,001.78"
Payment,00021168402022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptes clients USD transit,,"18,573.08","18,573.08",,12/31/2021,CAD 0.00,"CAD 18,573.08","CAD 18,573.08",Yes,No,Canadian Dollar,Payment,"18,573.08","CAD 18,573.08"
Payment,00021168402022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptant USD transit,"18,573.08",,"-18,573.08",,12/31/2021,"CAD 18,573.08",CAD 0.00,"CAD -18,573.08",Yes,No,Canadian Dollar,PaymentAdjustLine,"18,573.08","CAD 18,573.08"
Journal Entry,00021168402022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptant USD transit,,"18,573.08","18,573.08",Paiement Costco,12/31/2021,CAD 0.00,"CAD 18,573.08","CAD 18,573.08",Yes,No,Canadian Dollar,JournalEntryLine,"18,573.08","CAD 18,573.08"
Journal Entry,00021168402022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Gains/Pertes de change réalisés,,56.74,56.74,Paiement Costco,,CAD 0.00,CAD 56.74,CAD 56.74,No,No,Canadian Dollar,JournalEntryLine,56.74,CAD 56.74
Journal Entry,00021168402022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptant USD,"18,629.82",,"-18,629.82",Paiement Costco,12/31/2021,"USD 14,550.00",USD 0.00,"USD -14,550.00",Yes,No,United States Dollar,JournalEntryLine,"-18,629.82","USD -14,550.00"
Payment,00021206922022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptes clients USD,,"18,808.79","18,808.79",,12/31/2021,USD 0.00,"USD 14,550.00","USD 14,550.00",Yes,No,United States Dollar,Payment,"18,808.79","USD 14,550.00"
Payment,00021206922022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Comptant USD,"18,629.82",,"-18,629.82",,12/31/2021,"USD 14,550.00",USD 0.00,"USD -14,550.00",Yes,No,United States Dollar,PaymentAdjustLine,"18,629.82","USD 14,550.00"
Payment,00021206922022,Costco Vaughan Wet,12/29/2021,Karyne Manseau,Gains/Pertes de change réalisés Magaya,178.97,,-178.97,Currency Adjustment,,CAD 178.97,CAD 0.00,CAD -178.97,No,No,Canadian Dollar,PaymentAdjustLine,178.97,CAD 178.97
Invoice,3754,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Comptes clients USD,"23,985.94",,"23,985.94",,,"USD 18,720.00",USD 0.00,"USD 18,720.00",No,No,United States Dollar,Invoice,"23,985.94","USD 18,720.00"
Invoice,3754,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Ventes,,"23,985.94","23,985.94",,,USD 0.00,"USD 18,720.00","USD 18,720.00",No,No,United States Dollar,Invoice,"23,985.94","USD 18,720.00"
Invoice,3754,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Inventaire des fruits,,"11,875.87","-11,875.87",,,CAD 0.00,"CAD 11,875.87","CAD -11,875.87",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"11,875.87","CAD 11,875.87"
Invoice,3754,"Chiovitti Banana Co., Ltd",12/29/2021,Amandine Hance,Coût du fruit,"11,875.87",,"-11,875.87",,,"CAD 11,875.87",CAD 0.00,"CAD -11,875.87",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"11,875.87","CAD 11,875.87"
Invoice,3755,Courchesne Larose,12/29/2021,Amandine Hance,Comptes clients USD,"28,906.13",,"28,906.13",,,"USD 22,560.00",USD 0.00,"USD 22,560.00",No,No,United States Dollar,Invoice,"28,906.13","USD 22,560.00"
Invoice,3755,Courchesne Larose,12/29/2021,Amandine Hance,Ventes,,"28,906.13","28,906.13",,,USD 0.00,"USD 22,560.00","USD 22,560.00",No,No,United States Dollar,Invoice,"28,906.13","USD 22,560.00"
Invoice,3755,Courchesne Larose,12/29/2021,Amandine Hance,Inventaire des fruits,,"16,007.14","-16,007.14",,,CAD 0.00,"CAD 16,007.14","CAD -16,007.14",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,007.14","CAD 16,007.14"
Invoice,3755,Courchesne Larose,12/29/2021,Amandine Hance,Coût du fruit,"16,007.14",,"-16,007.14",,,"CAD 16,007.14",CAD 0.00,"CAD -16,007.14",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,007.14","CAD 16,007.14"
Journal Entry,3751,,12/29/2021,Karyne Manseau,Coût du fruit,"16,058.93",,"-16,058.93",1899,,"CAD 16,058.93",CAD 0.00,"CAD -16,058.93",No,No,Canadian Dollar,JournalEntryLine,"-16,058.93","CAD -16,058.93"
Journal Entry,3751,APPBOSA,12/29/2021,Karyne Manseau,Inventaire des fruits,,"16,058.93","16,058.93",1899,,CAD 0.00,"CAD 16,058.93","CAD 16,058.93",No,No,Canadian Dollar,JournalEntryLine,"16,058.93","CAD 16,058.93"
Journal Entry,3749,,12/29/2021,Karyne Manseau,Coût du fruit,"10,094.58",,"-10,094.58",1897,,"CAD 10,094.58",CAD 0.00,"CAD -10,094.58",No,No,Canadian Dollar,JournalEntryLine,"-10,094.58","CAD -10,094.58"
Journal Entry,3749,APPBOSA,12/29/2021,Karyne Manseau,Inventaire des fruits,,"10,094.58","10,094.58",1897,,CAD 0.00,"CAD 10,094.58","CAD 10,094.58",No,No,Canadian Dollar,JournalEntryLine,"10,094.58","CAD 10,094.58"
Journal Entry,3748,,12/29/2021,Karyne Manseau,Coût du fruit,"5,047.29",,"-5,047.29",1892,,"CAD 5,047.29",CAD 0.00,"CAD -5,047.29",No,No,Canadian Dollar,JournalEntryLine,"-5,047.29","CAD -5,047.29"
Journal Entry,3748,,12/29/2021,Karyne Manseau,Coût du fruit,"5,047.29",,"-5,047.29",1897,,"CAD 5,047.29",CAD 0.00,"CAD -5,047.29",No,No,Canadian Dollar,JournalEntryLine,"-5,047.29","CAD -5,047.29"
Journal Entry,3748,APPBOSA,12/29/2021,Karyne Manseau,Inventaire des fruits,,"10,094.58","10,094.58",1892 1897,,CAD 0.00,"CAD 10,094.58","CAD 10,094.58",No,No,Canadian Dollar,JournalEntryLine,"10,094.58","CAD 10,094.58"
Journal Entry,3747,,12/29/2021,Karyne Manseau,Coût du fruit,"10,094.58",,"-10,094.58",1892,,"CAD 10,094.58",CAD 0.00,"CAD -10,094.58",No,No,Canadian Dollar,JournalEntryLine,"-10,094.58","CAD -10,094.58"
Journal Entry,3747,APPBOSA,12/29/2021,Karyne Manseau,Inventaire des fruits,,"10,094.58","10,094.58",1892,,CAD 0.00,"CAD 10,094.58","CAD 10,094.58",No,No,Canadian Dollar,JournalEntryLine,"10,094.58","CAD 10,094.58"
Bill,12/29/2021,Adobe,12/29/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,12/29/2021,Adobe,12/29/2021,Karyne Manseau,Design and Packaging,38.99,,-38.99,,,CAD 38.99,CAD 0.00,CAD -38.99,No,No,Canadian Dollar,Bill,38.99,CAD 38.99
Bill,12/29/2021,Adobe,12/29/2021,Karyne Manseau,Mastercard à payer,,44.06,44.06,,,CAD 0.00,CAD 44.06,CAD 44.06,No,No,Canadian Dollar,BillLine,-44.06,CAD -44.06
Bill,12/29/2021,Adobe,12/29/2021,Karyne Manseau,TPS/TVH payées sur achat,5.07,,-5.07,,,CAD 5.07,CAD 0.00,CAD -5.07,No,No,Canadian Dollar,BillLine,5.07,CAD 5.07
Bill,1900,AgroFair,12/29/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,1900,AgroFair,12/29/2021,Karyne Manseau,Frais qualité - origine,122.92,,-122.92,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,122.92,USD 96.00
Bill,1900,AgroFair,12/29/2021,Karyne Manseau,Frais courus qualité-origine,,122.92,122.92,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-122.92,USD -96.00
Bill,1902,AgroFair,12/29/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,1902,AgroFair,12/29/2021,Karyne Manseau,Frais qualité - origine,122.92,,-122.92,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,122.92,USD 96.00
Bill,1902,AgroFair,12/29/2021,Karyne Manseau,Frais courus qualité-origine,,122.92,122.92,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-122.92,USD -96.00
Bill,1904,Fairtrade Canada inc.,12/29/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,1904,Fairtrade Canada inc.,12/29/2021,Karyne Manseau,Frais de licence CA,261.22,,-261.22,,,CAD 261.22,CAD 0.00,CAD -261.22,No,No,Canadian Dollar,Bill,261.22,CAD 261.22
Bill,1904,Fairtrade Canada inc.,12/29/2021,Karyne Manseau,Frais courus Fairtrade CA,,261.22,261.22,,,CAD 0.00,CAD 261.22,CAD 261.22,No,No,Canadian Dollar,BillLine,-261.22,CAD -261.22
Bill,1904,AgroFair,12/29/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,1904,AgroFair,12/29/2021,Karyne Manseau,Frais qualité - origine,122.92,,-122.92,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,122.92,USD 96.00
Bill,1904,AgroFair,12/29/2021,Karyne Manseau,Frais courus qualité-origine,,122.92,122.92,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-122.92,USD -96.00
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,Comptes payables CAD,,102.03,-102.03,,,CAD 0.00,CAD 102.03,CAD -102.03,No,No,Canadian Dollar,Bill,102.03,CAD 102.03
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,Frais annexes Sobeys,88.74,,-88.74,,,CAD 88.74,CAD 0.00,CAD -88.74,No,No,Canadian Dollar,Bill,88.74,CAD 88.74
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,TPS/TVH payées sur achat,4.44,,-4.44,,,CAD 4.44,CAD 0.00,CAD -4.44,No,No,Canadian Dollar,BillLine,4.44,CAD 4.44
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,TVQ payée sur les achats,8.85,,-8.85,,,CAD 8.85,CAD 0.00,CAD -8.85,No,No,Canadian Dollar,BillLine,8.85,CAD 8.85
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,Comptes payables CAD,,102.03,-102.03,,,CAD 0.00,CAD 102.03,CAD -102.03,No,No,Canadian Dollar,Bill,102.03,CAD 102.03
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,Frais annexes Sobeys,88.74,,-88.74,,,CAD 88.74,CAD 0.00,CAD -88.74,No,No,Canadian Dollar,Bill,88.74,CAD 88.74
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,TPS/TVH payées sur achat,4.44,,-4.44,,,CAD 4.44,CAD 0.00,CAD -4.44,No,No,Canadian Dollar,BillLine,4.44,CAD 4.44
Bill,97285661,Sobeys,12/30/2021,Karyne Manseau,TVQ payée sur les achats,8.85,,-8.85,,,CAD 8.85,CAD 0.00,CAD -8.85,No,No,Canadian Dollar,BillLine,8.85,CAD 8.85
Bill,21H45195,Holt Cargo Systems LLC,12/30/2021,Karyne Manseau,Comptes payables USD,,"1,826.97","-1,826.97",,,USD 0.00,"USD 1,430.00","USD -1,430.00",No,No,United States Dollar,Bill,"1,826.97","USD 1,430.00"
Bill,21H45195,Holt Cargo Systems LLC,12/30/2021,Karyne Manseau,Livraison au client,"1,826.97",,"-1,826.97",,,"USD 1,430.00",USD 0.00,"USD -1,430.00",No,No,United States Dollar,Bill,"1,826.97","USD 1,430.00"
Bill,600000007585392,Twitter Inc,12/30/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,600000007585392,Twitter Inc,12/30/2021,Karyne Manseau,B2C Brand Building Canada,70.99,,-70.99,,,CAD 70.99,CAD 0.00,CAD -70.99,No,No,Canadian Dollar,Bill,70.99,CAD 70.99
Bill,600000007585392,Twitter Inc,12/30/2021,Karyne Manseau,TVQ payée sur les achats,7.08,,-7.08,,,CAD 7.08,CAD 0.00,CAD -7.08,No,No,Canadian Dollar,BillLine,7.08,CAD 7.08
Bill,600000007585392,Twitter Inc,12/30/2021,Karyne Manseau,Mastercard à payer,,78.07,78.07,,,CAD 0.00,CAD 78.07,CAD 78.07,No,No,Canadian Dollar,BillLine,-78.07,CAD -78.07
Bill,600000007582629,Twitter Inc,12/30/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,600000007582629,Twitter Inc,12/30/2021,Karyne Manseau,B2C Brand Building Canada,69.49,,-69.49,,,CAD 69.49,CAD 0.00,CAD -69.49,No,No,Canadian Dollar,Bill,69.49,CAD 69.49
Bill,600000007582629,Twitter Inc,12/30/2021,Karyne Manseau,TVQ payée sur les achats,6.93,,-6.93,,,CAD 6.93,CAD 0.00,CAD -6.93,No,No,Canadian Dollar,BillLine,6.93,CAD 6.93
Bill,600000007582629,Twitter Inc,12/30/2021,Karyne Manseau,Mastercard à payer,,76.42,76.42,,,CAD 0.00,CAD 76.42,CAD 76.42,No,No,Canadian Dollar,BillLine,-76.42,CAD -76.42
Bill,C38816086-00,FEDEX,12/30/2021,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C38816086-00,FEDEX,12/30/2021,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C38816086-00,FEDEX,12/30/2021,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C38816124-00,FEDEX,12/30/2021,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C38816124-00,FEDEX,12/30/2021,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C38816124-00,FEDEX,12/30/2021,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Payment,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptes clients USD,,"28,560.96","28,560.96",,12/31/2021,USD 0.00,"USD 22,560.00","USD 22,560.00",Yes,No,United States Dollar,Payment,"28,560.96","USD 22,560.00"
Payment,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptant USD,"28,912.90",,"-28,912.90",,12/31/2021,"USD 22,560.00",USD 0.00,"USD -22,560.00",Yes,No,United States Dollar,PaymentAdjustLine,"28,912.90","USD 22,560.00"
Payment,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,351.94,351.94,Currency Adjustment,,CAD 0.00,CAD 351.94,CAD 351.94,No,No,Canadian Dollar,PaymentAdjustLine,-351.94,CAD -351.94
Bill,E1D676B0-0031,Tedy,12/30/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,E1D676B0-0031,Tedy,12/30/2021,Karyne Manseau,Avantages Tedy,54.43,,-54.43,,,CAD 54.43,CAD 0.00,CAD -54.43,No,No,Canadian Dollar,Bill,54.43,CAD 54.43
Bill,E1D676B0-0031,Tedy,12/30/2021,Karyne Manseau,Frais Stripe Tedy,1.93,,-1.93,,,CAD 1.93,CAD 0.00,CAD -1.93,No,No,Canadian Dollar,Bill,1.93,CAD 1.93
Bill,E1D676B0-0031,Tedy,12/30/2021,Karyne Manseau,Mastercard à payer,,56.36,56.36,,,CAD 0.00,CAD 56.36,CAD 56.36,No,No,Canadian Dollar,BillLine,-56.36,CAD -56.36
Bill,PINV1845,Magaya,12/30/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,PINV1845,Magaya,12/30/2021,Karyne Manseau,Frais informatiques,"1,596.00",,"-1,596.00",,,"CAD 1,596.00",CAD 0.00,"CAD -1,596.00",No,No,Canadian Dollar,Bill,"1,596.00","CAD 1,596.00"
Bill,PINV1845,Magaya,12/30/2021,Karyne Manseau,Mastercard à payer,,"1,596.00","1,596.00",,,CAD 0.00,"CAD 1,596.00","CAD 1,596.00",No,No,Canadian Dollar,BillLine,"-1,596.00","CAD -1,596.00"
Bill,9526919105,Sealand,12/30/2021,Karyne Manseau,Comptes payables USD,,"4,517.59","-4,517.59",,,USD 0.00,"USD 3,536.00","USD -3,536.00",No,No,United States Dollar,Bill,"4,517.59","USD 3,536.00"
Bill,9526919105,Maersk,12/30/2021,Karyne Manseau,Transport Maritime,"4,517.59",,"-4,517.59",,,"USD 3,536.00",USD 0.00,"USD -3,536.00",No,No,United States Dollar,Bill,"4,517.59","USD 3,536.00"
Bill,31-12-2021,MSC,12/30/2021,Karyne Manseau,Comptes payables USD,,12.68,-12.68,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.68,USD 10.00
Bill,31-12-2021,MSC,12/30/2021,Karyne Manseau,Frais bancaires,12.68,,-12.68,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.68,USD 10.00
Bill Payment,4109,MSC,12/30/2021,Karyne Manseau,Comptant USD,,"4,299.13","-4,299.13",,12/31/2021,USD 0.00,"USD 3,365.00","USD -3,365.00",Yes,No,United States Dollar,BillPaymentCheck,"4,299.13","USD 3,365.00"
Check,4109,MSC,12/30/2021,Karyne Manseau,Comptes payables USD,"4,311.44",,"-4,311.44",,,"USD 3,365.00",USD 0.00,"USD -3,365.00",Yes,No,United States Dollar,CheckAdjustLine,"4,311.44","USD 3,365.00"
Check,4109,MSC,12/30/2021,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,12.31,12.31,Currency Adjustment,,CAD 0.00,CAD 12.31,CAD 12.31,Yes,No,Canadian Dollar,CheckAdjustLine,-12.31,CAD -12.31
Payment,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptes clients USD transit,,"28,822.66","28,822.66",,12/31/2021,CAD 0.00,"CAD 28,822.66","CAD 28,822.66",Yes,No,Canadian Dollar,Payment,"28,822.66","CAD 28,822.66"
Payment,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptant USD transit,"28,822.66",,"-28,822.66",,12/31/2021,"CAD 28,822.66",CAD 0.00,"CAD -28,822.66",Yes,No,Canadian Dollar,PaymentAdjustLine,"28,822.66","CAD 28,822.66"
Payment,00021308492022,Costco Vaughan Wet,12/30/2021,Karyne Manseau,Comptes clients USD,,"18,808.78","18,808.78",,12/31/2021,USD 0.00,"USD 14,550.00","USD 14,550.00",Yes,No,United States Dollar,Payment,"18,808.78","USD 14,550.00"
Payment,00021308492022,Costco Vaughan Wet,12/30/2021,Karyne Manseau,Comptant USD,"18,589.08",,"-18,589.08",,12/31/2021,"USD 14,550.00",USD 0.00,"USD -14,550.00",Yes,No,United States Dollar,PaymentAdjustLine,"18,589.08","USD 14,550.00"
Payment,00021308492022,Costco Vaughan Wet,12/30/2021,Karyne Manseau,Gains/Pertes de change réalisés Magaya,219.70,,-219.70,Currency Adjustment,,CAD 219.70,CAD 0.00,CAD -219.70,No,No,Canadian Dollar,PaymentAdjustLine,219.70,CAD 219.70
Payment,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptes clients USD transit,,"23,964.69","23,964.69",,12/31/2021,CAD 0.00,"CAD 23,964.69","CAD 23,964.69",Yes,No,Canadian Dollar,Payment,"23,964.69","CAD 23,964.69"
Payment,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptant USD transit,"23,964.69",,"-23,964.69",,12/31/2021,"CAD 23,964.69",CAD 0.00,"CAD -23,964.69",Yes,No,Canadian Dollar,PaymentAdjustLine,"23,964.69","CAD 23,964.69"
Journal Entry,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptant USD transit,,"23,964.69","23,964.69",Paiement Chiovitti,12/31/2021,CAD 0.00,"CAD 23,964.69","CAD 23,964.69",Yes,No,Canadian Dollar,JournalEntryLine,"23,964.69","CAD 23,964.69"
Journal Entry,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Gains/Pertes de change réalisés,72.93,,-72.93,Paiement Chiovitti,,CAD 72.93,CAD 0.00,CAD -72.93,No,No,Canadian Dollar,JournalEntryLine,-72.93,CAD -72.93
Journal Entry,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptant USD,"23,891.76",,"-23,891.76",Paiement Chiovitti,12/31/2021,"USD 18,700.50",USD 0.00,"USD -18,700.50",Yes,No,United States Dollar,JournalEntryLine,"-23,891.76","USD -18,700.50"
Payment,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptes clients USD,,"84,373.61","84,373.61",,12/31/2021,USD 0.00,"USD 65,616.00","USD 65,616.00",Yes,No,United States Dollar,Payment,"84,373.61","USD 65,616.00"
Payment,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Comptant USD,"84,093.47",,"-84,093.47",,12/31/2021,"USD 65,616.00",USD 0.00,"USD -65,616.00",Yes,No,United States Dollar,PaymentAdjustLine,"84,093.47","USD 65,616.00"
Payment,12617,"Chiovitti Banana Co., Ltd",12/30/2021,Karyne Manseau,Gains/Pertes de change réalisés Magaya,280.14,,-280.14,Currency Adjustment,,CAD 280.14,CAD 0.00,CAD -280.14,No,No,Canadian Dollar,PaymentAdjustLine,280.14,CAD 280.14
Journal Entry,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptant USD transit,,"28,822.66","28,822.66",Paiement  Courchesne Larose,12/31/2021,CAD 0.00,"CAD 28,822.66","CAD 28,822.66",Yes,No,Canadian Dollar,JournalEntryLine,"28,822.66","CAD 28,822.66"
Journal Entry,552934,Courchesne Larose,12/30/2021,Karyne Manseau,Comptant USD,"28,822.66",,"-28,822.66",Paiement  Courchesne Larose,12/31/2021,"USD 22,560.00",USD 0.00,"USD -22,560.00",Yes,No,United States Dollar,JournalEntryLine,"-28,822.66","USD -22,560.00"
Bill,1901,Fairtrade Canada inc.,12/30/2021,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,1901,Fairtrade Canada inc.,12/30/2021,Karyne Manseau,Frais de licence CA,220.40,,-220.40,,,CAD 220.40,CAD 0.00,CAD -220.40,No,No,Canadian Dollar,Bill,220.40,CAD 220.40
Bill,1901,Fairtrade Canada inc.,12/30/2021,Karyne Manseau,Frais courus Fairtrade CA,,220.40,220.40,,,CAD 0.00,CAD 220.40,CAD 220.40,No,No,Canadian Dollar,BillLine,-220.40,CAD -220.40
Bill,1909,Fairtrade Canada inc.,12/31/2021,Karyne Manseau,Comptes payables CAD,,,,Coliman,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,1909,Fairtrade Canada inc.,12/31/2021,Karyne Manseau,Frais de licence CA,261.22,,-261.22,,,CAD 261.22,CAD 0.00,CAD -261.22,No,No,Canadian Dollar,Bill,261.22,CAD 261.22
Bill,1909,Fairtrade Canada inc.,12/31/2021,Karyne Manseau,Frais courus Fairtrade CA,,261.22,261.22,Coliman,,CAD 0.00,CAD 261.22,CAD 261.22,No,No,Canadian Dollar,BillLine,-261.22,CAD -261.22
Bill,12/31/2021,Mastercard,12/31/2021,Karyne Manseau,Comptes payables CAD,,0.00,-0.00,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,12/31/2021,Mastercard,12/31/2021,Karyne Manseau,Frais de déplacements internes,149.39,,-149.39,,,CAD 149.39,CAD 0.00,CAD -149.39,No,No,Canadian Dollar,Bill,149.39,CAD 149.39
Bill,12/31/2021,Mastercard,12/31/2021,Karyne Manseau,Hébergement Dév. affaires,638.44,,-638.44,,,CAD 638.44,CAD 0.00,CAD -638.44,No,No,Canadian Dollar,Bill,638.44,CAD 638.44
